No.,설비속성ID,설비속성명,설비속성식별명,설비속성설명,속성그룹,속성구분,데이터유형,최대길이,소수점자리수,단위그룹,기본단위,필수속성,정렬순서,상세설비속성여부,사용여부
142,10090,ACOUSTIC PERFORMANCE OCTAVE BAND CENTRE FREQUENCY (500) GUARANTEED DYNAMIC INSERTION LOSS,,ACOUSTIC PERFORMANCE OCTAVE BAND CENTRE FREQUENCY (500) GUARANTEED DYNAMIC INSERTION LOSS,SILENCER,개별속성,숫자,18.0,5.0,,,N,10090,N,Y
143,10091,ACOUSTIC PERFORMANCE OCTAVE BAND CENTRE FREQUENCY (500) SILENCED SOUND POWER LEVEL,,ACOUSTIC PERFORMANCE OCTAVE BAND CENTRE FREQUENCY (500) SILENCED SOUND POWER LEVEL,SILENCER,개별속성,숫자,18.0,5.0,,,N,10091,N,Y
144,10092,ACOUSTIC PERFORMANCE OCTAVE BAND CENTRE FREQUENCY (500) SILENCED SOUND PRESSURE LEVEL,,ACOUSTIC PERFORMANCE OCTAVE BAND CENTRE FREQUENCY (500) SILENCED SOUND PRESSURE LEVEL,SILENCER,개별속성,숫자,18.0,5.0,,,N,10092,N,Y
145,10093,ACOUSTIC PERFORMANCE OCTAVE BAND CENTRE FREQUENCY (63) ESTIMATED SOUND POWER LEVEL OF SOURCE,,ACOUSTIC PERFORMANCE OCTAVE BAND CENTRE FREQUENCY (63) ESTIMATED SOUND POWER LEVEL OF SOURCE,SILENCER,개별속성,숫자,18.0,5.0,,,N,10093,N,Y
146,10094,ACOUSTIC PERFORMANCE OCTAVE BAND CENTRE FREQUENCY (63) GUARANTEED DYNAMIC INSERTION LOSS,,ACOUSTIC PERFORMANCE OCTAVE BAND CENTRE FREQUENCY (63) GUARANTEED DYNAMIC INSERTION LOSS,SILENCER,개별속성,숫자,18.0,5.0,,,N,10094,N,Y
147,10095,ACOUSTIC PERFORMANCE OCTAVE BAND CENTRE FREQUENCY (63) SILENCED SOUND POWER LEVEL,,ACOUSTIC PERFORMANCE OCTAVE BAND CENTRE FREQUENCY (63) SILENCED SOUND POWER LEVEL,SILENCER,개별속성,숫자,18.0,5.0,,,N,10095,N,Y
148,10096,ACOUSTIC PERFORMANCE OCTAVE BAND CENTRE FREQUENCY (63) SILENCED SOUND PRESSURE LEVEL,,ACOUSTIC PERFORMANCE OCTAVE BAND CENTRE FREQUENCY (63) SILENCED SOUND PRESSURE LEVEL,SILENCER,개별속성,숫자,18.0,5.0,,,N,10096,N,Y
149,10097,ACOUSTIC PERFORMANCE OCTAVE BAND CENTRE FREQUENCY (8K) ESTIMATED SOUND POWER LEVEL OF SOURCE,,ACOUSTIC PERFORMANCE OCTAVE BAND CENTRE FREQUENCY (8K) ESTIMATED SOUND POWER LEVEL OF SOURCE,SILENCER,개별속성,숫자,18.0,5.0,,,N,10097,N,Y
150,10098,ACOUSTIC PERFORMANCE OCTAVE BAND CENTRE FREQUENCY (8K) GUARANTEED DYNAMIC INSERTION LOSS,,ACOUSTIC PERFORMANCE OCTAVE BAND CENTRE FREQUENCY (8K) GUARANTEED DYNAMIC INSERTION LOSS,SILENCER,개별속성,숫자,18.0,5.0,,,N,10098,N,Y
151,10099,ACOUSTIC PERFORMANCE OCTAVE BAND CENTRE FREQUENCY (8K) SILENCED SOUND POWER LEVEL,,ACOUSTIC PERFORMANCE OCTAVE BAND CENTRE FREQUENCY (8K) SILENCED SOUND POWER LEVEL,SILENCER,개별속성,숫자,18.0,5.0,,,N,10099,N,Y
152,10100,ACOUSTIC PERFORMANCE OCTAVE BAND CENTRE FREQUENCY (8K) SILENCED SOUND PRESSURE LEVEL,,ACOUSTIC PERFORMANCE OCTAVE BAND CENTRE FREQUENCY (8K) SILENCED SOUND PRESSURE LEVEL,SILENCER,개별속성,숫자,18.0,5.0,,,N,10100,N,Y
153,10101,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (125) DYNAMIC INSERTION LOSS,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (125) DYNAMIC INSERTION LOSS,SILENCER,개별속성,숫자,18.0,5.0,,,N,10101,N,Y
154,10102,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (125) SOUND POWER LEVEL,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (125) SOUND POWER LEVEL,SILENCER,개별속성,숫자,18.0,5.0,,,N,10102,N,Y
155,10103,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (125) SOUND PRESSURE LEVEL,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (125) SOUND PRESSURE LEVEL,SILENCER,개별속성,숫자,18.0,5.0,,,N,10103,N,Y
156,10104,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (1K) DYNAMIC INSERTION LOSS,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (1K) DYNAMIC INSERTION LOSS,SILENCER,개별속성,숫자,18.0,5.0,,,N,10104,N,Y
157,10105,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (1K) SOUND POWER LEVEL,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (1K) SOUND POWER LEVEL,SILENCER,개별속성,숫자,18.0,5.0,,,N,10105,N,Y
158,10106,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (1K) SOUND PRESSURE LEVEL,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (1K) SOUND PRESSURE LEVEL,SILENCER,개별속성,숫자,18.0,5.0,,,N,10106,N,Y
159,10107,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (250) DYNAMIC INSERTION LOSS,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (250) DYNAMIC INSERTION LOSS,SILENCER,개별속성,숫자,18.0,5.0,,,N,10107,N,Y
160,10108,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (250) SOUND POWER LEVEL,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (250) SOUND POWER LEVEL,SILENCER,개별속성,숫자,18.0,5.0,,,N,10108,N,Y
161,10109,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (250) SOUND PRESSURE LEVEL,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (250) SOUND PRESSURE LEVEL,SILENCER,개별속성,숫자,18.0,5.0,,,N,10109,N,Y
162,10110,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (2K) DYNAMIC INSERTION LOSS,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (2K) DYNAMIC INSERTION LOSS,SILENCER,개별속성,숫자,18.0,5.0,,,N,10110,N,Y
163,10111,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (2K) SOUND POWER LEVEL,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (2K) SOUND POWER LEVEL,SILENCER,개별속성,숫자,18.0,5.0,,,N,10111,N,Y
164,10112,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (2K) SOUND PRESSURE LEVEL,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (2K) SOUND PRESSURE LEVEL,SILENCER,개별속성,숫자,18.0,5.0,,,N,10112,N,Y
165,10113,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (31.5) DYNAMIC INSERTION LOSS,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (31.5) DYNAMIC INSERTION LOSS,SILENCER,개별속성,숫자,18.0,5.0,,,N,10113,N,Y
166,10114,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (31.5) SOUND POWER LEVEL,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (31.5) SOUND POWER LEVEL,SILENCER,개별속성,숫자,18.0,5.0,,,N,10114,N,Y
167,10115,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (31.5) SOUND PRESSURE LEVEL,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (31.5) SOUND PRESSURE LEVEL,SILENCER,개별속성,숫자,18.0,5.0,,,N,10115,N,Y
168,10116,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (4K) DYNAMIC INSERTION LOSS,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (4K) DYNAMIC INSERTION LOSS,SILENCER,개별속성,숫자,18.0,5.0,,,N,10116,N,Y
169,10117,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (4K) SOUND POWER LEVEL,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (4K) SOUND POWER LEVEL,SILENCER,개별속성,숫자,18.0,5.0,,,N,10117,N,Y
170,10118,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (4K) SOUND PRESSURE LEVEL,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (4K) SOUND PRESSURE LEVEL,SILENCER,개별속성,숫자,18.0,5.0,,,N,10118,N,Y
171,10119,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (500) DYNAMIC INSERTION LOSS,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (500) DYNAMIC INSERTION LOSS,SILENCER,개별속성,숫자,18.0,5.0,,,N,10119,N,Y
172,10120,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (500) SOUND POWER LEVEL,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (500) SOUND POWER LEVEL,SILENCER,개별속성,숫자,18.0,5.0,,,N,10120,N,Y
173,10121,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (500) SOUND PRESSURE LEVEL,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (500) SOUND PRESSURE LEVEL,SILENCER,개별속성,숫자,18.0,5.0,,,N,10121,N,Y
174,10122,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (63) DYNAMIC INSERTION LOSS,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (63) DYNAMIC INSERTION LOSS,SILENCER,개별속성,숫자,18.0,5.0,,,N,10122,N,Y
175,10123,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (63) SOUND POWER LEVEL,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (63) SOUND POWER LEVEL,SILENCER,개별속성,숫자,18.0,5.0,,,N,10123,N,Y
176,10124,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (63) SOUND PRESSURE LEVEL,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (63) SOUND PRESSURE LEVEL,SILENCER,개별속성,숫자,18.0,5.0,,,N,10124,N,Y
177,10125,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (8K) DYNAMIC INSERTION LOSS,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (8K) DYNAMIC INSERTION LOSS,SILENCER,개별속성,숫자,18.0,5.0,,,N,10125,N,Y
178,10126,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (8K) SOUND POWER LEVEL,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (8K) SOUND POWER LEVEL,SILENCER,개별속성,숫자,18.0,5.0,,,N,10126,N,Y
179,10127,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (8K) SOUND PRESSURE LEVEL,,ACOUSTIC PERFORMANCE REQUIRED OCTAVE BAND CENTRE FREQUENCY (8K) SOUND PRESSURE LEVEL,SILENCER,개별속성,숫자,18.0,5.0,,,N,10127,N,Y
180,10128,ACOUSTIC SPECIFICATION,,ACOUSTIC SPECIFICATION,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,10128,N,Y
181,10129,ACOUSTICAL SIMULATION STUDY_1 WITH SIMPLIFIED ANALYSIS OF PIPING SYSTEM REQUIRED,,ACOUSTICAL SIMULATION STUDY_1 WITH SIMPLIFIED ANALYSIS OF PIPING SYSTEM REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,10129,N,Y
182,10130,ACOUSTICAL SIMULATION STUDY_2 SEE 3.9.2.1 AND APPENDIX M REQUIRED,,ACOUSTICAL SIMULATION STUDY_2 SEE 3.9.2.1 AND APPENDIX M REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,10130,N,Y
183,10131,ACOUSTICAL SIMULATION STUDY_3 SEE 3.9.2.1 AND APPENDIX M REQUIRED,,ACOUSTICAL SIMULATION STUDY_3 SEE 3.9.2.1 AND APPENDIX M REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,10131,N,Y
184,10132,ACOUSTICAL SIMULATION STUDY_ALL SPECIFIED LOAD CONDTIONS INCLUDING_ALTERNATIVE GASES_REQUIRED,,ACOUSTICAL SIMULATION STUDY_ALL SPECIFIED LOAD CONDTIONS INCLUDING_ALTERNATIVE GASES_REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,10132,N,Y
185,10133,ACOUSTICAL SIMULATION STUDY_ALL SPECIFIED LOAD CONDTIONS INCLUDING_COMPRESSOR VALVE DYNAMIC RESPONSE_REQUIRED,,ACOUSTICAL SIMULATION STUDY_ALL SPECIFIED LOAD CONDTIONS INCLUDING_COMPRESSOR VALVE DYNAMIC RESPONSE_REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,10133,N,Y
186,10134,ACOUSTICAL SIMULATION STUDY_ALL SPECIFIED LOAD CONDTIONS INCLUDING_PIPING SYSTEM FLEXIBILITY_REQUIRED,,ACOUSTICAL SIMULATION STUDY_ALL SPECIFIED LOAD CONDTIONS INCLUDING_PIPING SYSTEM FLEXIBILITY_REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,10134,N,Y
187,10135,ACOUSTICAL SIMULATION STUDY_ALL SPECIFIED LOAD CONDTIONS INCLUDING_PULSATION SUPPRESSION DEVICE LOW CYCLE FATIGUE ANALYSIS_REQUIRED,,ACOUSTICAL SIMULATION STUDY_ALL SPECIFIED LOAD CONDTIONS INCLUDING_PULSATION SUPPRESSION DEVICE LOW CYCLE FATIGUE ANALYSIS_REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,10135,N,Y
188,10136,ACOUSTICAL SIMULATION STUDY_ALL SPECIFIED LOAD CONDTIONS INCLUDING_WITH EXISTING COMPRESSOR AND PIPING SYSTEMS_REQUIRED,,ACOUSTICAL SIMULATION STUDY_ALL SPECIFIED LOAD CONDTIONS INCLUDING_WITH EXISTING COMPRESSOR AND PIPING SYSTEMS_REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,10136,N,Y
189,10137,ACOUSTICAL SIMULATION STUDY_BY MANUFACTURER REQUIRED,,ACOUSTICAL SIMULATION STUDY_BY MANUFACTURER REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,10137,N,Y
190,10138,ACOUSTICAL SIMULATION STUDY_BY OTHERS REQUIRED,,ACOUSTICAL SIMULATION STUDY_BY OTHERS REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,10138,N,Y
191,10139,ACOUSTICAL SIMULATION STUDY_BY PURCHASER REQUIRED,,ACOUSTICAL SIMULATION STUDY_BY PURCHASER REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,10139,N,Y
192,10140,ACOUSTICAL SIMULATION STUDY_DESIGN APPROACH_ANALOGUE REQUIRED,,ACOUSTICAL SIMULATION STUDY_DESIGN APPROACH_ANALOGUE REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,10140,N,Y
193,10141,ACOUSTICAL SIMULATION STUDY_DESIGN APPROACH_DIGITAL REQUIRED,,ACOUSTICAL SIMULATION STUDY_DESIGN APPROACH_DIGITAL REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,10141,N,Y
194,10142,ACOUSTICAL SIMULATION STUDY_STUDY TO BE WITNESSED,,ACOUSTICAL SIMULATION STUDY_STUDY TO BE WITNESSED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,10142,N,Y
195,10143,ACOUSTICAL SIMULATION STUDY_STUDY TO CONSIDER_ALL SPECIFIED LOAD CONDITIONS INCLUDING_COMPRESSOR OPERATION IN PARALLEL REQUIRED,,ACOUSTICAL SIMULATION STUDY_STUDY TO CONSIDER_ALL SPECIFIED LOAD CONDITIONS INCLUDING_COMPRESSOR OPERATION IN PARALLEL REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,10143,N,Y
196,10144,ACOUSTICAL SIMULATION STUDY_STUDY TO CONSIDER_ALL SPECIFIED LOAD CONDITIONS INCLUDING_SINGLE ACTION PLUS REQUIRED,,ACOUSTICAL SIMULATION STUDY_STUDY TO CONSIDER_ALL SPECIFIED LOAD CONDITIONS INCLUDING_SINGLE ACTION PLUS REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,10144,N,Y
197,10145,ACOUSTICAL SIMULATION STUDY_VENDOR REVIEW OF PURCHASER'S PIPING ARRANGEMENT REQUIRED,,ACOUSTICAL SIMULATION STUDY_VENDOR REVIEW OF PURCHASER'S PIPING ARRANGEMENT REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,10145,N,Y
198,10146,ACOUSTICPERFORMANCE GIVE DETAILS OF NOISE MEASUREMENT PROCEDURE,,ACOUSTICPERFORMANCE GIVE DETAILS OF NOISE MEASUREMENT PROCEDURE,SILENCER,개별속성,문자,"1,000.0",0.0,,,N,10146,N,Y
199,10147,ACOUSTICPERFORMANCE STATE WHETHER DATA IS BASED ON ESTIMATES OR MEASUREMENTS,,ACOUSTICPERFORMANCE STATE WHETHER DATA IS BASED ON ESTIMATES OR MEASUREMENTS,SILENCER,개별속성,문자,"1,000.0",0.0,,,N,10147,N,Y
200,10148,ACOUSTING HOUSING Y/N,,ACOUSTING HOUSING Y/N,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,10148,N,Y
201,10149,ACQUISITION TAX PAYMENT DATE,,ACQUISITION TAX PAYMENT DATE,BUILDING,개별속성,문자,"1,000.0",0.0,,,N,10149,N,Y
202,10150,ACTUAL MATERIAL ASTM OR SA DESIGNATION_HEAD DISCHARGE SUPPRESSOR,,ACTUAL MATERIAL ASTM OR SA DESIGNATION_HEAD DISCHARGE SUPPRESSOR,RECIPROCATING PUMP,개별속성,문자,"1,000.0",0.0,,,N,10150,N,Y
203,10151,ACTUAL MATERIAL ASTM OR SA DESIGNATION_HEAD INLET SUPPRESSOR,,ACTUAL MATERIAL ASTM OR SA DESIGNATION_HEAD INLET SUPPRESSOR,RECIPROCATING PUMP,개별속성,문자,"1,000.0",0.0,,,N,10151,N,Y
204,10152,ACTUAL MATERIAL ASTM OR SA DESIGNATION_SHELL DISCHARGE SUPPRESSOR,,ACTUAL MATERIAL ASTM OR SA DESIGNATION_SHELL DISCHARGE SUPPRESSOR,RECIPROCATING PUMP,개별속성,문자,"1,000.0",0.0,,,N,10152,N,Y
205,10153,ACTUAL MATERIAL ASTM OR SA DESIGNATION_SHELL INLET SUPPRESSOR,,ACTUAL MATERIAL ASTM OR SA DESIGNATION_SHELL INLET SUPPRESSOR,RECIPROCATING PUMP,개별속성,문자,"1,000.0",0.0,,,N,10153,N,Y
206,10154,ACTUAL MAXIMUM ALLOWABLE WORKING PRESS AND TEMPERATURE_DISCHARGE SUPPRESSOR,,ACTUAL MAXIMUM ALLOWABLE WORKING PRESS AND TEMPERATURE_DISCHARGE SUPPRESSOR,RECIPROCATING PUMP,개별속성,숫자,18.0,5.0,,,N,10154,N,Y
207,10155,ACTUAL MAXIMUM ALLOWABLE WORKING PRESS AND TEMPERATURE_DISCHARGE SUPPRESSOR_AT TEMPERATURE,,ACTUAL MAXIMUM ALLOWABLE WORKING PRESS AND TEMPERATURE_DISCHARGE SUPPRESSOR_AT TEMPERATURE,RECIPROCATING PUMP,개별속성,숫자,18.0,5.0,,,N,10155,N,Y
208,10156,ACTUAL MAXIMUM ALLOWABLE WORKING PRESS AND TEMPERATURE_INLET SUPPRESSOR,,ACTUAL MAXIMUM ALLOWABLE WORKING PRESS AND TEMPERATURE_INLET SUPPRESSOR,RECIPROCATING PUMP,개별속성,숫자,18.0,5.0,,,N,10156,N,Y
209,10157,ACTUAL MAXIMUM ALLOWABLE WORKING PRESS AND TEMPERATURE_INLET SUPPRESSOR_AT TEMPERATURE,,ACTUAL MAXIMUM ALLOWABLE WORKING PRESS AND TEMPERATURE_INLET SUPPRESSOR_AT TEMPERATURE,RECIPROCATING PUMP,개별속성,숫자,18.0,5.0,,,N,10157,N,Y
210,10158,ACTUAL RUNNING CLEARANCE CHECK_OBSERVED,,ACTUAL RUNNING CLEARANCE CHECK_OBSERVED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,10158,N,Y
211,10159,ACTUAL RUNNING CLEARANCE CHECK_REQUIRED,,ACTUAL RUNNING CLEARANCE CHECK_REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,10159,N,Y
212,10160,ACTUAL RUNNING CLEARANCE CHECK_WITNESSED,,ACTUAL RUNNING CLEARANCE CHECK_WITNESSED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,10160,N,Y
213,10161,ACTUAL SERVICE FACTOR,,ACTUAL SERVICE FACTOR,SEALLESS PUMP,개별속성,문자,"1,000.0",0.0,,,N,10161,N,Y
214,10162,ACTUAL SPEED,,ACTUAL SPEED,MIXER AND AGITATOR,개별속성,숫자,18.0,5.0,,,N,10162,N,Y
215,10163,ACTUAL THICKNESS,,ACTUAL THICKNESS,LOADING ARM 공통,개별속성,숫자,18.0,5.0,,,N,10163,N,Y
216,10164,ACTUATOR FAIL POSITION,,ACTUATOR FAIL POSITION,VALVE 공통,개별속성,문자,"1,000.0",0.0,,,N,10164,N,Y
217,10165,ACTUATOR FIRE PROOFING (YES/NO),,ACTUATOR FIRE PROOFING (YES/NO),MOV,개별속성,문자,"1,000.0",0.0,,,N,10165,N,Y
218,10166,ACTUATOR INSULATION CLASS,,ACTUATOR INSULATION CLASS,MOV,개별속성,문자,"1,000.0",0.0,,,N,10166,N,Y
219,10167,ACTUATOR MANUFACTURER,,ACTUATOR MANUFACTURER,VALVE 공통,개별속성,문자,"1,000.0",0.0,,,N,10167,N,Y
220,10168,ACTUATOR MODEL NO,,ACTUATOR MODEL NO,VALVE 공통,개별속성,문자,"1,000.0",0.0,,,N,10168,N,Y
221,10169,ACTUATOR MOTOR OUTPUT (kW),,ACTUATOR MOTOR OUTPUT (kW),MOV,개별속성,숫자,18.0,5.0,,,N,10169,N,Y
222,10170,ACTUATOR MOTOR POWER,,ACTUATOR MOTOR POWER,MOV,개별속성,문자,"1,000.0",0.0,,,N,10170,N,Y
223,10171,ACTUATOR SUPPLIED BY,,ACTUATOR SUPPLIED BY,SPECIAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,10171,N,Y
224,10172,ACTUATOR TORQUE (MAXIMUM) (kgfm),,ACTUATOR TORQUE (MAXIMUM) (kgfm),MOV,개별속성,숫자,18.0,5.0,,,N,10172,N,Y
225,10173,ACTUATOR TORQUE (MINIMUM) (kgfm),,ACTUATOR TORQUE (MINIMUM) (kgfm),MOV,개별속성,숫자,18.0,5.0,,,N,10173,N,Y
226,10174,ACTUATOR TYPE,,ACTUATOR TYPE,VALVE 공통,개별속성,문자,"1,000.0",0.0,,,N,10174,N,Y
227,10175,ACTUATOR WEIGHT,,ACTUATOR WEIGHT,SLIDE VALVE,개별속성,숫자,18.0,5.0,,,N,10175,N,Y
228,10176,ACTUATOR_MANUFACTURER,,ACTUATOR_MANUFACTURER,SPECIAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,10176,N,Y
229,10177,ADDITIONAL INFORMATION_SEAL TYPE,,ADDITIONAL INFORMATION_SEAL TYPE,CENTRIFUGAL PUMP,개별속성,문자,"1,000.0",0.0,,,N,10177,N,Y
230,10178,ADDITIONAL INSPECTION REQUIRED FOR_LIQUID PENETRANT REQUIRED,,ADDITIONAL INSPECTION REQUIRED FOR_LIQUID PENETRANT REQUIRED,SEALLESS PUMP,개별속성,코드,"1,000.0",0.0,,,N,10178,N,Y
231,10179,ADDITIONAL INSPECTION REQUIRED FOR_MAGNETIC PARTICLE REQUIRED,,ADDITIONAL INSPECTION REQUIRED FOR_MAGNETIC PARTICLE REQUIRED,SEALLESS PUMP,개별속성,코드,"1,000.0",0.0,,,N,10179,N,Y
232,10180,ADDITIONAL INSPECTION REQUIRED FOR_RADIOGRAPHIC REQUIRED,,ADDITIONAL INSPECTION REQUIRED FOR_RADIOGRAPHIC REQUIRED,SEALLESS PUMP,개별속성,코드,"1,000.0",0.0,,,N,10180,N,Y
233,10181,ADDITIONAL INSPECTION REQUIRED FOR_ULTRASONIC REQUIRED,,ADDITIONAL INSPECTION REQUIRED FOR_ULTRASONIC REQUIRED,SEALLESS PUMP,개별속성,코드,"1,000.0",0.0,,,N,10181,N,Y
234,10182,ADDITIONAL NDE_DESCRIPTION,,ADDITIONAL NDE_DESCRIPTION,CENTRIFUGAL PUMP,개별속성,문자,"1,000.0",0.0,,,N,10182,N,Y
235,10183,ADDITIONAL NDE_LIQUID PENETRANT,,ADDITIONAL NDE_LIQUID PENETRANT,CENTRIFUGAL PUMP,개별속성,코드,"1,000.0",0.0,,,N,10183,N,Y
236,10184,ADDITIONAL NDE_MAGNATIC PARTICLE,,ADDITIONAL NDE_MAGNATIC PARTICLE,CENTRIFUGAL PUMP,개별속성,코드,"1,000.0",0.0,,,N,10184,N,Y
237,10185,ADDITIONAL NDE_RADIOGRAPHIC,,ADDITIONAL NDE_RADIOGRAPHIC,CENTRIFUGAL PUMP,개별속성,코드,"1,000.0",0.0,,,N,10185,N,Y
238,10186,ADDITIONAL NDE_ULTRASONIC,,ADDITIONAL NDE_ULTRASONIC,CENTRIFUGAL PUMP,개별속성,코드,"1,000.0",0.0,,,N,10186,N,Y
